ID,tipoplan,canalpago,consumomes,Estrato,Sexo,Edad,EstadoCivil,Educacion,Recomienda,rango_antiguedad,servicio_adicional,gigas_cons
2008,Postpago cuenta control,online,218900,3-4,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,72 - 158,1,2.02148369237452
1519,Empresarial Ejecutivo,online,74580,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Recomienda,<= 71,1,2.02219373338357
982,Empresarial Ejecutivo,presencial,240413.333333333,3-4,Masculino,Entre  26 y 45,Soltero/a,Posgrado,Recomienda,250+,4,2.02272728355346
298,Empresarial Ejecutivo,online,365150,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,<= 71,3,2.02324350304013
973,Empresarial Ejecutivo,presencial,177673.333333333,3-4,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,2.02372376922352
2042,Postpago cuenta control,presencial,66200,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Neutro,72 - 158,3,2.02506752693889
1925,Empresarial Ejecutivo,online,295820,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,3,2.02531487584767
872,Postpago cuenta control,presencial,35400,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,2.02686900390471
1081,Postpago cuenta control,presencial,88394.4444444444,5-6,Femenino,Entre  26 y 45,Casado/a,Bachillerato o inferior,No recomienda,250+,3,2.02911624910426
968,Empresarial Ejecutivo,online,311200,1-2,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,2,2.02989893192215
767,Empresarial Ejecutivo,presencial,120520,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,No recomienda,72 - 158,3,2.03006183796655
1450,Prepago,online,51170,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,No recomienda,<= 71,1,2.03024634569206
516,Empresarial Ejecutivo,presencial,75046.6666666667,3-4,Femenino,Menor a 25,Soltero/a,Posgrado,Neutro,<= 71,3,2.03105600977096
749,Postpago cuenta control,presencial,51255,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,250+,4,2.03133091004433
1059,Empresarial bajo costo,online,4469200,5-6,Femenino,Menor a 25,Soltero/a,Posgrado,Recomienda,159 - 249,1,2.03148574588511
167,Empresarial Ejecutivo,online,326926.666666667,1-2,Femenino,Menor a 25,Casado/a,Profesional,Recomienda,72 - 158,3,2.03220021962687
1321,Prepago,presencial,39210,1-2,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,250+,1,2.03271440363682
1039,Empresarial Ejecutivo,online,250423.636363636,3-4,Femenino,Entre  26 y 45,Separado/a,Tecnólogo,Neutro,159 - 249,4,2.03307510377349
80,Postpago abierto,presencial,1741500,3-4,Femenino,Menor a 25,Casado/a,Profesional,Neutro,72 - 158,1,2.03310016624075
1147,Empresarial Ejecutivo,online,128385.454545455,1-2,Femenino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,72 - 158,3,2.03316411438182
1018,Postpago cuenta control,online,64333.3333333333,0,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,3,2.0333957063115
612,Empresarial Ejecutivo,presencial,153380,1-2,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,159 - 249,4,2.03372952358514
1782,Empresarial Ejecutivo,presencial,76282.8571428571,3-4,Masculino,Entre  26 y 45,Casado/a,Posgrado,Recomienda,72 - 158,4,2.03408976698061
1033,Postpago cuenta control,online,184800,3-4,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,1,2.03472163323254
201,Empresarial Ejecutivo,online,412200,1-2,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,1,2.03481336616186
1657,Prepago,presencial,58500,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,1,2.03526757460062
599,Prepago,presencial,70749.3333333333,3-4,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,2.03681550793561
1865,Prepago,presencial,67500,3-4,Femenino,Entre  26 y 45,Soltero/a,Posgrado,Neutro,72 - 158,2,2.0382186277054
1236,Empresarial Ejecutivo,presencial,121536.923076923,3-4,Masculino,Entre  26 y 45,Soltero/a,Posgrado,Recomienda,159 - 249,3,2.03852033422254
1119,Empresarial Ejecutivo,online,119280,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Neutro,<= 71,1,2.03888105103439
1389,Empresarial Ejecutivo,presencial,128600,3-4,Femenino,Menor a 25,Soltero/a,Posgrado,No recomienda,72 - 158,3,2.03915060342512
431,Empresarial Ejecutivo,presencial,81200,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,<= 71,1,2.0394224813397
780,Empresarial Ejecutivo,presencial,120453.4375,3-4,Masculino,Entre  26 y 45,Soltero/a,Posgrado,Recomienda,250+,4,2.04040905138319
1767,Prepago,presencial,46301.4285714286,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,No recomienda,250+,4,2.04259814311812
1167,Postpago cuenta control,online,74489.5454545455,1-2,Femenino,Menor a 25,Casado/a,Profesional,Recomienda,159 - 249,4,2.04401068674098
1913,Prepago,online,124245,1-2,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,<= 71,2,2.04420076238935
1691,Empresarial Ejecutivo,presencial,282320,1-2,Femenino,Mayor a 45,Divorciado/a,Bachillerato o inferior,Recomienda,<= 71,1,2.04422298588151
1249,Empresarial Ejecutivo,online,165200,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,72 - 158,1,2.04435241750042
1198,Postpago cuenta control,online,99053.3333333333,3-4,Femenino,Menor a 25,Soltero/a,Profesional,No recomienda,159 - 249,4,2.0449066941209
1219,Postpago cuenta control,presencial,88136.6666666667,3-4,Masculino,Menor a 25,Soltero/a,Posgrado,No recomienda,250+,4,2.04507723360907
762,Prepago,presencial,85720.5,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,No recomienda,250+,4,2.04510216270375
281,Empresarial Ejecutivo,online,224873.333333333,0,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Recomienda,72 - 158,3,2.04527979383664
1419,Postpago cuenta control,presencial,81755,1-2,Femenino,Entre  26 y 45,Soltero/a,Posgrado,Neutro,250+,3,2.04553714505408
463,Empresarial Ejecutivo,presencial,187486.666666667,1-2,Masculino,Menor a 25,Casado/a,Técnico,No recomienda,250+,4,2.04605224762115
1626,Empresarial Ejecutivo,presencial,105310,3-4,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,<= 71,3,2.04790403792216
1344,Empresarial Ejecutivo,online,348000,3-4,Femenino,Menor a 25,Soltero/a,Posgrado,Neutro,72 - 158,1,2.0483509530331
1127,Postpago cuenta control,online,227800,1-2,Femenino,Menor a 25,Casado/a,Profesional,No recomienda,<= 71,1,2.04906740887658
415,Empresarial Ejecutivo,presencial,190746.666666667,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,250+,3,2.04992874659577
807,Postpago cuenta control,online,152700,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,2.05067980043999
286,Empresarial Ejecutivo,presencial,79650,1-2,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,3,2.05079274493778
729,Empresarial bajo costo,online,1375828.57142857,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,159 - 249,4,2.05109129569469
691,Prepago,presencial,60100,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Recomienda,72 - 158,1,2.05155517640341
1988,Empresarial Ejecutivo,presencial,62700,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,3,2.05196542970351
389,Empresarial Ejecutivo,online,293335,3-4,Femenino,Entre  26 y 45,Soltero/a,Posgrado,Recomienda,250+,4,2.05296028662695
441,Postpago cuenta control,online,214725.961538462,3-4,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,3,2.05411182320432
1945,Empresarial Ejecutivo,presencial,224830,3-4,Femenino,Entre  26 y 45,Separado/a,Profesional,Recomienda,<= 71,3,2.0544885720636
1462,Empresarial Ejecutivo,presencial,298900,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,No recomienda,72 - 158,1,2.05483149976908
388,Empresarial Ejecutivo,presencial,89699.3103448276,3-4,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,4,2.05742831255132
1065,Prepago,online,82930,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,1,2.05869685615576
1360,Postpago cuenta control,online,71766.6666666667,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,3,2.05892641930764
403,Postpago cuenta control,presencial,131256.666666667,1-2,Masculino,Menor a 25,Casado/a,Profesional,Recomienda,250+,3,2.05919000197582
499,Empresarial Ejecutivo,presencial,235000,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,<= 71,1,2.05950187082563
1022,Postpago cuenta control,presencial,25020,1-2,Femenino,Entre  26 y 45,Separado/a,Tecnólogo,Neutro,<= 71,1,2.06029644977646
1542,Postpago cuenta control,online,124500,3-4,Masculino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,159 - 249,1,2.06220737040461
1406,Empresarial Ejecutivo,online,292810,3-4,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,250+,3,2.06382294436526
1777,Empresarial Ejecutivo,presencial,178705,1-2,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,159 - 249,4,2.06396818300324
1484,Prepago,presencial,131540,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,1,2.06523085692178
1677,Empresarial Ejecutivo,online,250827.5,1-2,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,No recomienda,72 - 158,3,2.06554385437825
1066,Postpago cuenta control,online,26100,1-2,Femenino,Menor a 25,Casado/a,Posgrado,Neutro,72 - 158,1,2.06560215285922
1923,Postpago cuenta control,online,138929.583333333,1-2,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,No recomienda,72 - 158,3,2.06581593568674
1104,Prepago,online,74622,1-2,Femenino,Menor a 25,Soltero/a,Profesional,No recomienda,72 - 158,3,2.0659030291977
76,Postpago cuenta control,online,207806.666666667,0,Femenino,Menor a 25,Casado/a,Posgrado,Neutro,250+,4,2.06732936102367
1890,Postpago abierto,online,2443725,1-2,Femenino,Menor a 25,Soltero/a,Profesional,No recomienda,250+,2,2.06975736304329
1618,Empresarial Ejecutivo,presencial,256733.333333333,1-2,Masculino,Entre  26 y 45,Soltero/a,Posgrado,Neutro,250+,4,2.0706028287102
2006,Empresarial Ejecutivo,online,152421.538461538,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,No recomienda,159 - 249,4,2.07132014141262
1335,Empresarial Ejecutivo,presencial,185325,3-4,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,72 - 158,3,2.07297722167833
1717,Prepago,online,128290,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,250+,1,2.0732427631174
1994,Prepago,online,150000,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,1,2.07383808593784
559,Postpago cuenta control,presencial,75900,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,250+,3,2.07497441062691
1125,Empresarial Ejecutivo,presencial,89700,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Neutro,<= 71,3,2.07511023205304
160,Postpago abierto,online,1575600,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Recomienda,159 - 249,1,2.07835425629038
147,Empresarial Ejecutivo,presencial,404590,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Recomienda,<= 71,1,2.07966406234654
912,Empresarial Ejecutivo,presencial,164815.238095238,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Neutro,250+,4,2.08132951997717
1188,Postpago cuenta control,presencial,147300,1-2,Femenino,Menor a 25,Casado/a,Técnico,Recomienda,72 - 158,1,2.08199282517788
1986,Prepago,presencial,85030,1-2,Masculino,Mayor a 45,Divorciado/a,Bachillerato o inferior,Recomienda,250+,1,2.08201075767636
221,Empresarial Ejecutivo,presencial,177562.5,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Neutro,250+,4,2.08312565906546
414,Empresarial Ejecutivo,online,268660,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,<= 71,1,2.08379366535384
193,Postpago cuenta control,online,200980,0,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,1,2.08575331064871
861,Prepago,online,281182,1-2,Femenino,Entre  26 y 45,Casado/a,Bachillerato o inferior,No recomienda,72 - 158,3,2.08599654192798
511,Empresarial Ejecutivo,presencial,118360,1-2,Masculino,Entre  26 y 45,Soltero/a,Posgrado,Recomienda,<= 71,2,2.08767725432009
740,Postpago cuenta control,presencial,97900,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,72 - 158,1,2.08830542302718
1368,Postpago abierto,online,2812050,3-4,Femenino,Menor a 25,Casado/a,Tecnólogo,No recomienda,<= 71,1,2.08860626766838
1129,Empresarial Ejecutivo,presencial,87860,3-4,Masculino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,<= 71,1,2.0894726248846
1984,Empresarial Ejecutivo,online,481953.333333333,0,Masculino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,Recomienda,159 - 249,4,2.0901266195946
1298,Empresarial Ejecutivo,online,343790,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,3,2.09112237676132
143,Postpago cuenta control,online,248820,3-4,Femenino,Menor a 25,Separado/a,Profesional,Recomienda,<= 71,1,2.09113759028828
922,Empresarial Ejecutivo,presencial,157000,1-2,Masculino,Mayor a 45,Soltero/a,Profesional,Recomienda,72 - 158,1,2.09183847416057
329,Postpago cuenta control,presencial,70400,1-2,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,No recomienda,250+,1,2.09218650897175
70,Empresarial Ejecutivo,presencial,72380,3-4,Femenino,Menor a 25,Casado/a,Profesional,Neutro,<= 71,1,2.0929567430414
699,Empresarial Ejecutivo,online,451600,3-4,Masculino,Menor a 25,Casado/a,Profesional,Recomienda,72 - 158,1,2.09363090408911
7,Empresarial Ejecutivo,presencial,111488.571428571,3-4,Masculino,Menor a 25,Casado/a,Profesional,Recomienda,250+,4,2.09372480749196
1014,Empresarial Ejecutivo,online,79720,1-2,Masculino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,<= 71,2,2.09408566601398
746,Prepago,online,55709.0322580645,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,250+,4,2.09628550686032
1441,Empresarial Ejecutivo,presencial,64500,3-4,Femenino,Menor a 25,Soltero/a,Posgrado,No recomienda,72 - 158,1,2.09714089818778
209,Empresarial Ejecutivo,online,59600,3-4,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,72 - 158,1,2.09767468341999
1006,Postpago cuenta control,online,144330,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,<= 71,1,2.09843458764981
330,Empresarial Ejecutivo,presencial,90620,1-2,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,No recomienda,250+,3,2.10022549719153
769,Empresarial Ejecutivo,online,214717.777777778,1-2,Masculino,Menor a 25,Casado/a,Profesional,No recomienda,250+,3,2.10059963381487
1027,Empresarial Ejecutivo,online,289200,3-4,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,72 - 158,1,2.10091638543966
1224,Prepago,online,87950,1-2,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,1,2.10310032764002
78,Prepago,online,54200,3-4,Femenino,Menor a 25,Casado/a,Profesional,Neutro,72 - 158,1,2.1034092808089
894,Empresarial Ejecutivo,presencial,125800,3-4,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,No recomienda,72 - 158,2,2.10371636190339
1568,Postpago cuenta control,online,53790.1639344262,3-4,Masculino,Menor a 25,Casado/a,Profesional,Recomienda,159 - 249,4,2.1042893195215
53,Postpago cuenta control,online,203466.666666667,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Neutro,159 - 249,3,2.10538407293002
1310,Prepago,online,55400,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,2.10577807580998
1102,Empresarial Ejecutivo,presencial,139236.470588235,1-2,Masculino,Menor a 25,Casado/a,Profesional,Recomienda,<= 71,3,2.10621049088964
1944,Empresarial Ejecutivo,presencial,174110.476190476,0,Femenino,Entre  26 y 45,Casado/a,Profesional,Recomienda,72 - 158,4,2.10756150359434
1510,Postpago cuenta control,presencial,32273.3333333333,3-4,Masculino,Menor a 25,Soltero/a,Técnico,No recomienda,250+,3,2.1085442627739
824,Prepago,online,102571,3-4,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,159 - 249,4,2.10966618746834
1548,Postpago cuenta control,presencial,91400,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Neutro,<= 71,2,2.11109847564786
977,Postpago cuenta control,presencial,82553.3333333333,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,3,2.11118153322324
1535,Empresarial Ejecutivo,presencial,172820,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Neutro,159 - 249,1,2.11121377234978
1000,Empresarial Ejecutivo,online,398972.727272727,3-4,Masculino,Entre  26 y 45,Divorciado/a,Técnico,Recomienda,159 - 249,4,2.11145254095316
223,Postpago cuenta control,presencial,131000,3-4,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,250+,1,2.112084557224
31,Postpago cuenta control,online,160346.923076923,1-2,Femenino,Mayor a 45,Viudo‎/a,Tecnólogo,Recomienda,159 - 249,4,2.11214609649418
475,Empresarial Ejecutivo,presencial,67780,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Recomienda,250+,1,2.11350823846112
1364,Postpago abierto,presencial,3619500,0,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,159 - 249,1,2.11612143998091
913,Empresarial bajo costo,presencial,1064000,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Recomienda,159 - 249,1,2.11767753851033
1194,Empresarial Ejecutivo,presencial,169440,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Recomienda,159 - 249,1,2.11857112534673
1815,Empresarial Ejecutivo,online,95582.8571428571,0,Masculino,Entre  26 y 45,Soltero/a,Técnico,Neutro,72 - 158,4,2.11927933430183
452,Empresarial Ejecutivo,presencial,104453.333333333,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,No recomienda,250+,3,2.11945806565029
645,Postpago cuenta control,online,123200,3-4,Femenino,Menor a 25,Casado/a,Profesional,Neutro,159 - 249,1,2.11998992544753
1088,Empresarial Ejecutivo,presencial,191512,3-4,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,3,2.12023710932975
1641,Prepago,presencial,75740,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,4,2.12161595847246
765,Postpago cuenta control,presencial,48415,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,No recomienda,250+,4,2.12295963282636
716,Empresarial Ejecutivo,presencial,260760,1-2,Masculino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,250+,1,2.12321749253579
366,Postpago cuenta control,presencial,111050,3-4,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Recomienda,159 - 249,3,2.12373376870364
761,Prepago,online,198300,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,No recomienda,250+,1,2.12377019213156
448,Prepago,presencial,38600,3-4,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,Recomienda,72 - 158,1,2.12423302927704
1520,Empresarial Ejecutivo,presencial,78970,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,<= 71,2,2.12452333646617
1149,Postpago cuenta control,online,130400,3-4,Femenino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,159 - 249,4,2.12473145964291
2009,Postpago cuenta control,presencial,175040,3-4,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,159 - 249,1,2.12523517957158
1612,Empresarial Ejecutivo,online,284935,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,72 - 158,3,2.12537120104215
1622,Empresarial Ejecutivo,presencial,103182.857142857,1-2,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Neutro,250+,4,2.12608098035189
1046,Empresarial Ejecutivo,presencial,108750,0,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,No recomienda,159 - 249,3,2.12653519547515
933,Prepago,presencial,107451.111111111,3-4,Femenino,Menor a 25,Casado/a,Profesional,Recomienda,250+,4,2.12657549813523
1296,Empresarial Ejecutivo,online,393400,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,2.126666501842
1570,Empresarial bajo costo,online,4239800,3-4,Masculino,Menor a 25,Separado/a,Profesional,Recomienda,159 - 249,1,2.12744298227617
425,Prepago,online,124700,1-2,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,2.12781579855713
940,Empresarial Ejecutivo,presencial,198733.333333333,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Recomienda,159 - 249,3,2.12898312543512
732,Empresarial Ejecutivo,presencial,127560,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,3,2.12976641676722
725,Empresarial Ejecutivo,presencial,84688.8888888889,1-2,Femenino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,159 - 249,4,2.13006475580706
1545,Empresarial Ejecutivo,presencial,230060,3-4,Masculino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,72 - 158,4,2.13023590041668
37,Postpago cuenta control,online,66770,1-2,Masculino,Menor a 25,Casado/a,Profesional,Neutro,<= 71,1,2.13040176213358
123,Empresarial bajo costo,presencial,1172642.10526316,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Recomienda,159 - 249,4,2.13043326778307
1650,Prepago,presencial,32335,3-4,Masculino,Mayor a 45,Separado/a,Bachillerato o inferior,Recomienda,<= 71,3,2.13096230023455
1746,Empresarial bajo costo,online,4460000,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,2.13124591089937
1087,Empresarial Ejecutivo,online,113320,3-4,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,3,2.13285799904144
183,Prepago,presencial,206702,0,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,4,2.1333680870996
198,Postpago cuenta control,presencial,58534,1-2,Masculino,Entre  26 y 45,Soltero/a,Posgrado,Neutro,250+,3,2.13338337731797
63,Empresarial Ejecutivo,presencial,49430,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Neutro,72 - 158,3,2.13387674484578
51,Postpago cuenta control,online,81510,3-4,Masculino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,250+,1,2.13620323168208
1960,Prepago,presencial,63910,5-6,Masculino,Mayor a 45,Casado/a,Bachillerato o inferior,Neutro,159 - 249,3,2.13654664118483
1836,Empresarial Ejecutivo,online,110317.777777778,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,159 - 249,4,2.14002197396037
553,Empresarial Ejecutivo,online,182600,3-4,Masculino,Menor a 25,Divorciado/a,Profesional,Recomienda,72 - 158,1,2.14066615972165
2026,Prepago,online,33190,5-6,Femenino,Entre  26 y 45,Separado/a,Bachillerato o inferior,Recomienda,250+,1,2.14098873938768
918,Prepago,online,41476.25,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Recomienda,72 - 158,3,2.1419377257426
241,Postpago cuenta control,presencial,81810,3-4,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Recomienda,159 - 249,1,2.14212134489745
1464,Empresarial Ejecutivo,presencial,85646.6666666667,1-2,Femenino,Entre  26 y 45,Casado/a,Bachillerato o inferior,No recomienda,250+,3,2.14256536934024
1569,Postpago cuenta control,presencial,64567.3076923077,3-4,Masculino,Menor a 25,Casado/a,Profesional,Recomienda,159 - 249,4,2.14509098563328
397,Empresarial Ejecutivo,presencial,168640,1-2,Femenino,Menor a 25,Soltero/a,Profesional,No recomienda,250+,1,2.14573511973037
1291,Empresarial Ejecutivo,presencial,193600,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,<= 71,1,2.14591679011943
60,Postpago cuenta control,presencial,102300,1-2,Masculino,Menor a 25,Casado/a,Profesional,Recomienda,72 - 158,1,2.14696825515119
852,Empresarial Ejecutivo,online,525890,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,No recomienda,72 - 158,4,2.14850633283252
1016,Postpago cuenta control,online,143741.5,0,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,3,2.15000231580582
335,Postpago cuenta control,presencial,13420,1-2,Femenino,Menor a 25,Soltero/a,Posgrado,Recomienda,<= 71,1,2.15201766834008
1105,Prepago,presencial,78455,1-2,Femenino,Menor a 25,Soltero/a,Profesional,No recomienda,72 - 158,3,2.15203239806826
1323,Postpago cuenta control,presencial,81800,1-2,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,3,2.15231985388739
1818,Empresarial Ejecutivo,presencial,101520,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,<= 71,3,2.15273873087722
247,Postpago cuenta control,presencial,344180,0,Masculino,Entre  26 y 45,Casado/a,Posgrado,Recomienda,159 - 249,1,2.1547794015625
1468,Postpago cuenta control,presencial,94340,1-2,Femenino,Menor a 25,Casado/a,Posgrado,Recomienda,250+,1,2.15515186611261
798,Postpago cuenta control,presencial,70599.4736842105,1-2,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,2.15585707434337
34,Prepago,presencial,55335,1-2,Femenino,Mayor a 45,Casado/a,Profesional,Recomienda,72 - 158,3,2.15682775900885
396,Postpago cuenta control,presencial,99815,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Neutro,250+,2,2.15698594898678
355,Prepago,presencial,47586.0869565217,3-4,Femenino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,250+,4,2.15747498048349
920,Empresarial Ejecutivo,online,511680,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Recomienda,<= 71,1,2.15836029876821
1536,Postpago cuenta control,online,82700,3-4,Masculino,Menor a 25,Casado/a,Posgrado,Neutro,72 - 158,1,2.15941909726215
1557,Prepago,online,95540,1-2,Femenino,Entre  26 y 45,Casado/a,Profesional,Neutro,159 - 249,4,2.15961795820671
991,Postpago cuenta control,online,262775,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,72 - 158,3,2.15978408166621
1614,Prepago,online,141169,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,4,2.16046279420838
